instruction,output
"쇼핑, 교육/체험 프로그램 참가, 드라마 촬영지 방문, 역사 유적지 방문, 시티투어(으)로 가려고 하는데, 자가용을 이용 경기도 60대 여행지 추천","서대문 독립공원에 가보셨나요? 가보시지 않으셨다면, 서대문 독립공원을 추천드립니다."
"서울특별시에 사는 사람이 쇼핑, 시티투어로 여행갈만한 곳이 있나요? 0명 정도 될 것 같습니다.","인천문화 예술 회관에 가보셨나요? 가보시지 않으셨다면, 인천문화 예술 회관을 추천드립니다."
"나홀로 여행로 여행 가려는데, 추천해 줘","홈스 앤 루팡 서울대 입구점에 가보셨나요? 가보시지 않으셨다면, 홈스 앤 루팡 서울대 입구점을 추천드립니다."
"20대 여성이고, 이번에 SNS 인생샷 여행로 여행을 떠납니다. 여행지 추천 부탁드려요.","원천호수에 가보셨나요? 가보시지 않으셨다면, 원천호수을 추천드립니다."
부모 동반 여행로 2명 과 여행지 추천,"현대 프리미엄 아울렛 김포점 이스트존에 가보셨나요? 가보시지 않으셨다면, 현대 프리미엄 아울렛 김포점 이스트존을 추천드립니다."
"20대 여성이고, 이번에 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 인플루언서 따라하기 여행로 여행을 떠납니다. 여행지 추천 부탁드려요.","밀탑 광교 애브뉴 프랑점에 가보셨나요? 가보시지 않으셨다면, 밀탑 광교 애브뉴 프랑점을 추천드립니다."
"2인 여행(가족 외)으로 할 예정입니다. 자가용으로 이동하려는데, 추천할 만한 여행지가 있을까요?","벌투 봉화당 이천 로데오점에 가보셨나요? 가보시지 않으셨다면, 벌투 봉화당 이천 로데오점을 추천드립니다."
저는 20대 여성입니다. 나홀로 여행으로 여행 가려고 합니다. 여행지 추천 부탁드려요.,"연무장 길(누각 까사 서울 스위치)에 가보셨나요? 가보시지 않으셨다면, 연무장 길(누각 까사 서울 스위치)을 추천드립니다."
"자녀 동반 여행으로 할 예정입니다. 자가용으로 이동하려는데, 추천할 만한 여행지가 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 예술의전당 한가람디자인미술관입니다.
"이번 교육/체험 프로그램 참가, 지역 축제/이벤트 참가로 3명과 함께 여행하려 합니다. 갈 만한 곳이 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 서울 장미축제입니다.
"40대 입니다. 이번에 교육/체험 프로그램 참가, 지역 축제/이벤트 참가 여행 가려고 합니다. 적당한 여행지를 추천해 주세요.","서울어린이대공원에 가보셨나요? 가보시지 않으셨다면, 서울어린이대공원을 추천드립니다."
"나홀로 여행으로 할 예정입니다. 대중교통 등으로 이동하려는데, 추천할 만한 여행지가 있을까요?","COS 한남점에 가보셨나요? 가보시지 않으셨다면, COS 한남점을 추천드립니다."
"나홀로 여행으로 할 예정입니다. 대중교통 등으로 이동하려는데, 추천할 만한 여행지가 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 세종문화회관 S 시어터입니다.
"SNS 인생샷 여행, 지역 문화예술/공연/전시시설 관람 여행 가는데 0과 함께할 곳 추천해 주세요.","용산공원에 가보셨나요? 가보시지 않으셨다면, 용산공원을 추천드립니다."
"Well-ness 여행, SNS 인생샷 여행, 인플루언서 따라하기 여행, 친환경 여행(플로깅 여행), 역사 유적지 방문(으)로 자녀 동반 여행을 계획하고 있는데, 추천할 만한 여행지가 있을까요?","남한산성 순교성지에 가보셨나요? 가보시지 않으셨다면, 남한산성 순교성지을 추천드립니다."
"2인 여행(가족 외)으로 할 예정입니다. 자가용으로 이동하려는데, 추천할 만한 여행지가 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 락앤락 총판입니다.
"20대 인데, 이번에 쇼핑, Well-ness 여행, 호캉스 여행, 시티투어, 지역 문화예술/공연/전시시설 관람 여행 갑니다. 숙박 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 카페 월트입니다.
"20대 여성이고, 이번에 쇼핑, Well-ness 여행, 호캉스 여행, 시티투어, 지역 문화예술/공연/전시시설 관람로 여행을 떠납니다. 여행지 추천 부탁드려요.","G 타워 전망대에 가보셨나요? 가보시지 않으셨다면, G 타워 전망대을 추천드립니다."
"저는 20대 이고,  쇼핑, SNS 인생샷 여행, 신규 여행지 발굴, 시티투어, 지역 문화예술/공연/전시시설 관람를 가려고 합니다. 여행지 해줘.","CGV 홍대에 가보셨나요? 가보시지 않으셨다면, CGV 홍대을 추천드립니다."
"경기도에 살고 있는데, 나홀로 여행여행을 가려고 해요. 갈 만한 여행지가 있나요?","와우공원에 가보셨나요? 가보시지 않으셨다면, 와우공원을 추천드립니다."
"20대 입니다. 이번에 쇼핑, 역사 유적지 방문, 시티투어, 지역 문화예술/공연/전시시설 관람, 유흥/오락(나이트라이프), 친환경 여행(플로깅 여행), 인플루언서 따라하기 여행, 반려동물 동반 여행, 신규 여행지 발굴, 호캉스 여행, SNS 인생샷 여행, Well-ness 여행, 드라마 촬영지 방문, 지역 축제/이벤트 참가, 교육/체험 프로그램 참가 여행 가려고 합니다. 적당한 여행지를 추천해 주세요.","온 야드 서울숲 본점에 가보셨나요? 가보시지 않으셨다면, 온 야드 서울숲 본점을 추천드립니다."
"자가용을 이용해서 갈 예정인데, 여행할 곳이 필요해요. 0명 과(와) 함께하는 여행입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 서울엔 쏘울입니다.
"50대 인데, 이번에 쇼핑, 시티투어, SNS 인생샷 여행, Well-ness 여행, 신규 여행지 발굴 여행 갑니다. 숙박 추천 해줘.","신세계 면세점 명동점에 가보셨나요? 가보시지 않으셨다면, 신세계 면세점 명동점을 추천드립니다."
"저는 20대 이고, 1명과 쇼핑, 교육/체험 프로그램 참가, 시티투어, 유흥/오락(나이트라이프), 지역 축제/이벤트 참가를 가려고 합니다. 여행지 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 모스버거 센트럴시티점입니다.
"경기도에 살고 있는데, 3대 동반 여행(친척 포함)여행을 가려고 해요. 갈 만한 여행지가 있나요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 동탄 호수입니다.
"쇼핑, SNS 인생샷 여행, 신규 여행지 발굴, 친환경 여행(플로깅 여행), 등반 여행(으)로 가려고 하는데, 대중교통 등을 이용 경기도 40대 여행지 추천","수종사에 가보셨나요? 가보시지 않으셨다면, 수종사을 추천드립니다."
"저는 40대 이고,  쇼핑, SNS 인생샷 여행, 신규 여행지 발굴, 친환경 여행(플로깅 여행), 등반 여행를 가려고 합니다. 여행지 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 운길산입니다.
"2인 여행(가족 외)으로 할 예정입니다. 자가용으로 이동하려는데, 추천할 만한 여행지가 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 컴포즈커피 구로 깔깔 거리점입니다.
"나홀로 여행으로 쇼핑, SNS 인생샷 여행, 시티투어, 지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가 여행을 계획 중인데 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 부천아트 벙커 B39입니다.
"저는 쇼핑, SNS 인생샷 여행, 시티투어, 지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가을 선호하고,  함께 갈 예정입니다.","부천 시청에 가보셨나요? 가보시지 않으셨다면, 부천 시청을 추천드립니다."
"저는 20대 이고,  쇼핑, SNS 인생샷 여행, 시티투어, 지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가을 떠나려고 합니다. 가 볼 만한 여행지 추천 해줘.","CGV 소풍에 가보셨나요? 가보시지 않으셨다면, CGV 소풍을 추천드립니다."
40대 입니다. 이번에 친환경 여행(플로깅 여행) 여행 가려고 합니다. 적당한 여행지를 추천해 주세요.,"미산 저수지에 가보셨나요? 가보시지 않으셨다면, 미산 저수지을 추천드립니다."
"저는 40대 이고,  친환경 여행(플로깅 여행)를 가려고 합니다. 여행지 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 미리내 성지입니다.
"쇼핑, 시티투어, 지역 문화예술/공연/전시시설 관람, 유흥/오락(나이트라이프), 지역 축제/이벤트 참가(으)로 2인 여행(가족 외) 여행을 계획하고 있는데, 추천할 만한 여행지가 있을까요?","서울재즈페스티벌에 가보셨나요? 가보시지 않으셨다면, 서울재즈페스티벌을 추천드립니다."
"테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, 인플루언서 따라하기 여행, SNS 인생샷 여행(으)로 자녀 동반 여행을 계획하고 있는데, 추천할 만한 여행지가 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 미술관 69입니다.
"2인 여행(가족 외)으로 온천/스파, 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 인플루언서 따라하기 여행을 계획 중인데 추천 해줘.","색형 터널에 가보셨나요? 가보시지 않으셨다면, 색형 터널을 추천드립니다."
"저는 신규 여행지 발굴, 지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가을 선호하고, 1명과 함께 갈 예정입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 세이브존 노원점입니다.
" 함께 SNS 인생샷 여행, 인플루언서 따라하기 여행, 지역 문화예술/공연/전시시설 관람할 예정인데, 괜찮은 여행지를 추천해 줄 수 있나요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 감정 전환 공장입니다.
"경기도 20대 남성, 여행지 추천",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 철구 PC입니다.
나홀로 여행로 0명 과 여행지 추천,"강동아트센터 대극 장한 강에 가보셨나요? 가보시지 않으셨다면, 강동아트센터 대극 장한 강을 추천드립니다."
"대중교통 등을 이용해서 갈 예정인데, 여행할 곳이 필요해요. 0명 과(와) 함께하는 여행입니다.","런던 베이글 뮤지엄 안국점에 가보셨나요? 가보시지 않으셨다면, 런던 베이글 뮤지엄 안국점을 추천드립니다."
"쇼핑, SNS 인생샷 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행, 역사 유적지 방문 여행 가는데 1명과 함께할 곳 추천해 주세요.","가평 숯불 막국수 본점에 가보셨나요? 가보시지 않으셨다면, 가평 숯불 막국수 본점을 추천드립니다."
"저는 역사 유적지 방문을 선호하고, 3명과 함께 갈 예정입니다.","이포보에 가보셨나요? 가보시지 않으셨다면, 이포보을 추천드립니다."
자녀 동반 여행로 2명 과 여행지 추천,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 왕산해수욕장입니다.
"이번 Well-ness 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행, 친환경 여행(플로깅 여행), 시티투어로 4명과 함께 여행하려 합니다. 갈 만한 곳이 있을까요?","플라자 CC 용인에 가보셨나요? 가보시지 않으셨다면, 플라자 CC 용인을 추천드립니다."
3인 이상 여행(가족 외)로 4명 과 여행지 추천,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 고기 살롱 남사점입니다.
"3인 이상 여행(가족 외)으로 할 예정입니다. 자가용으로 이동하려는데, 추천할 만한 여행지가 있을까요?","명품 노래방에 가보셨나요? 가보시지 않으셨다면, 명품 노래방을 추천드립니다."
"3인 이상 여행(가족 외)로 여행 가려는데, 추천해 줘",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 한화리조트 용인 베잔송 인생 사진입니다.
"대전광역시 30대 남성, 여행지 추천","압구정 로데오거리에 가보셨나요? 가보시지 않으셨다면, 압구정 로데오거리을 추천드립니다."
"30대 입니다. 이번에 Well-ness 여행, SNS 인생샷 여행, 신규 여행지 발굴 여행 가려고 합니다. 적당한 여행지를 추천해 주세요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 고래고래 코인 노래연습장입니다.
"수도권에 가 볼 만한 곳이 있을까요? 저는 등반 여행, SNS 인생샷 여행, 인플루언서 따라하기 여행, 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람, 쇼핑, 온천/스파을 좋아하고, 부모 동반 여행 예정입니다.","송해 온에 가보셨나요? 가보시지 않으셨다면, 송해 온을 추천드립니다."
"부모 동반 여행으로 할 예정입니다. 자가용으로 이동하려는데, 추천할 만한 여행지가 있을까요?","봉대산 황톳길에 가보셨나요? 가보시지 않으셨다면, 봉대산 황톳길을 추천드립니다."
"인천광역시에 살고 있는데, 2인 여행(가족 외)여행을 가려고 해요. 갈 만한 여행지가 있나요?","이 집이 좋겠네 본점에 가보셨나요? 가보시지 않으셨다면, 이 집이 좋겠네 본점을 추천드립니다."
쇼핑 여행 가는데 0과 함께할 곳 추천해 주세요.,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 AK& 기흥입니다.
"쇼핑(으)로 나홀로 여행을 계획하고 있는데, 추천할 만한 여행지가 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 롯데 프리미엄 푸드마켓 AK 기흥점입니다.
"나홀로 여행으로 할 예정입니다. nan으로 이동하려는데, 추천할 만한 여행지가 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 용인 동백지구 호수 공원입니다.
"자녀 동반 여행으로 SNS 인생샷 여행, 신규 여행지 발굴, 시티투어, 지역 문화예술/공연/전시시설 관람 여행을 계획 중인데 추천 해줘.","팔당 반점 본점에 가보셨나요? 가보시지 않으셨다면, 팔당 반점 본점을 추천드립니다."
"2인 여행(가족 외)로 여행 가려는데, 추천해 줘",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 길상사입니다.
"20대 남성이고, 이번에 쇼핑, Well-ness 여행, SNS 인생샷 여행, 시티투어, 지역 문화예술/공연/전시시설 관람로 여행을 떠납니다. 여행지 추천 부탁드려요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 크리스피 크림 도넛 수원 인계점입니다.
"저는 30대 이고, 1명과 지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가을 떠나려고 합니다. 가 볼 만한 여행지 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 NC 커넬워크 거리입니다.
2인 여행(가족 외)로 1명 과 여행지 추천,"AB 요트에 가보셨나요? 가보시지 않으셨다면, AB 요트을 추천드립니다."
"20대 입니다. 이번에 쇼핑, 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 신규 여행지 발굴, 야외 스포츠, 레포츠 활동 여행 가려고 합니다. 적당한 여행지를 추천해 주세요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 글램비글램핑입니다.
저는 20대 여성입니다. 2인 여행(가족 외)으로 여행 가려고 합니다. 여행지 추천 부탁드려요.,"해 솔 카페에 가보셨나요? 가보시지 않으셨다면, 해 솔 카페을 추천드립니다."
나홀로 여행로 0명 과 여행지 추천,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 용문산입니다.
"저는 40대 이고, 4명과 쇼핑, 온천/스파, 야외 스포츠, 레포츠 활동, 캠핑를 가려고 합니다. 여행지 해줘.","캠핑 고래 파주점에 가보셨나요? 가보시지 않으셨다면, 캠핑 고래 파주점을 추천드립니다."
"자녀 동반 여행로 여행 가려는데, 추천해 줘",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 이마트 에브리데이 팜스프링점입니다.
"자녀 동반 여행으로 할 예정입니다. 자가용으로 이동하려는데, 추천할 만한 여행지가 있을까요?","설문 참숯가마 스파랜드에 가보셨나요? 가보시지 않으셨다면, 설문 참숯가마 스파랜드을 추천드립니다."
"3명과 함께 교육/체험 프로그램 참가, 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 지역 문화예술/공연/전시시설 관람, 지역 축제/이벤트 참가할 예정인데, 괜찮은 여행지를 추천해 줄 수 있나요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 바운스 슈퍼 파크 수원 영통 센터입니다.
"20대 남성이고, 이번에 SNS 인생샷 여행, 신규 여행지 발굴, 시티투어, 지역 문화예술/공연/전시시설 관람로 여행을 떠납니다. 여행지 추천 부탁드려요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 KBS 아레나입니다.
"저는 20대 이고,  쇼핑, 인플루언서 따라하기 여행, 시티투어을 떠나려고 합니다. 가 볼 만한 여행지 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 윤동주 하숙 집터입니다.
"20대 입니다. 이번에 쇼핑, 인플루언서 따라하기 여행, 시티투어 여행 가려고 합니다. 적당한 여행지를 추천해 주세요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 상촌재입니다.
"저는 20대 이고,  쇼핑, 인플루언서 따라하기 여행, 시티투어을 떠납니다. 추천 부탁드려요.","갤러리 아트사이드에 가보셨나요? 가보시지 않으셨다면, 갤러리 아트사이드을 추천드립니다."
"저는 40대 이고, 2명과 지역 문화예술/공연/전시시설 관람을 떠납니다. 추천 부탁드려요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 경기도 국민안전체험관입니다.
" 쇼핑, 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람 여행을 떠나는데 여행지 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 서소문 성지 역사박물관입니다.
"이번 쇼핑, 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람로  함께 여행하려 합니다. 갈 만한 곳이 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 여기 서울 149쪽입니다.
"쇼핑, 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람(으)로 가려고 하는데, 대중교통 등을 이용 경기도 30대 여행지 추천","피크닉에 가보셨나요? 가보시지 않으셨다면, 피크닉을 추천드립니다."
"나홀로 여행으로 Well-ness 여행, 친환경 여행(플로깅 여행), 등반 여행, 역사 유적지 방문, 야외 스포츠, 레포츠 활동 여행을 계획 중인데 추천 해줘.","황산도에 가보셨나요? 가보시지 않으셨다면, 황산도을 추천드립니다."
"30대 여성이고, 이번에 Well-ness 여행, 친환경 여행(플로깅 여행), 등반 여행, 역사 유적지 방문, 야외 스포츠, 레포츠 활동로 여행을 떠납니다. 여행지 추천 부탁드려요.","강화역사박물관에 가보셨나요? 가보시지 않으셨다면, 강화역사박물관을 추천드립니다."
"자가용을 이용해서 갈 예정인데, 여행할 곳이 필요해요. 0명 과(와) 함께하는 여행입니다.","고려산에 가보셨나요? 가보시지 않으셨다면, 고려산을 추천드립니다."
"충청남도 60대 남성, 여행지 추천","호텔리베라에 가보셨나요? 가보시지 않으셨다면, 호텔리베라을 추천드립니다."
"저는 60대 이고, 2명과 쇼핑, Well-ness 여행, SNS 인생샷 여행, 호캉스 여행를 가려고 합니다. 여행지 해줘.","가산디지털단지 마리오아울렛에 가보셨나요? 가보시지 않으셨다면, 가산디지털단지 마리오아울렛을 추천드립니다."
"저는 60대 이고, 2명과 쇼핑, Well-ness 여행, SNS 인생샷 여행, 호캉스 여행을 떠나려고 합니다. 가 볼 만한 여행지 추천 해줘.","한섬 팩토리아울렛 가산점에 가보셨나요? 가보시지 않으셨다면, 한섬 팩토리아울렛 가산점을 추천드립니다."
"자가용을 이용해서 갈 예정인데, 여행할 곳이 필요해요. 1명 과(와) 함께하는 여행입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 책쾌입니다.
"2인 여행(가족 외)으로 할 예정입니다. 자가용으로 이동하려는데, 추천할 만한 여행지가 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 신대 호수입니다.
"40대 입니다. 이번에 Well-ness 여행, SNS 인생샷 여행, 야외 스포츠, 레포츠 활동 여행 가려고 합니다. 적당한 여행지를 추천해 주세요.","아시안 해변에 가보셨나요? 가보시지 않으셨다면, 아시안 해변을 추천드립니다."
"3인 이상 여행(가족 외)으로 Well-ness 여행, SNS 인생샷 여행, 야외 스포츠, 레포츠 활동 여행을 계획 중인데 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 카페 미음입니다.
"저는 쇼핑, Well-ness 여행, SNS 인생샷 여행, 지역 문화예술/공연/전시시설 관람, 유흥/오락(나이트라이프)을 선호하고, 1명과 함께 갈 예정입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 성수동 카페거리입니다.
"20대 입니다. 이번에 쇼핑, Well-ness 여행, SNS 인생샷 여행, 지역 문화예술/공연/전시시설 관람, 유흥/오락(나이트라이프) 여행 가려고 합니다. 적당한 여행지를 추천해 주세요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 범맥주 건대점입니다.
"나홀로 여행로 여행 가려는데, 추천해 줘",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 디스코 팡팡입니다.
"나홀로 여행로 여행 가려는데, 추천해 줘","캐치스톤 클라이밍 짐에 가보셨나요? 가보시지 않으셨다면, 캐치스톤 클라이밍 짐을 추천드립니다."
"1명과 쇼핑, Well-ness 여행, 역사 유적지 방문, 시티투어, 유흥/오락(나이트라이프) 여행을 떠나는데 여행지 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 파르나스 몰입니다.
"저는 60대 이고, 1명과 쇼핑, Well-ness 여행, 역사 유적지 방문, 시티투어, 유흥/오락(나이트라이프)을 떠나려고 합니다. 가 볼 만한 여행지 추천 해줘.","그랜드 인터컨티넨탈 서울 파르나스 메트로폴리탄 수영장에 가보셨나요? 가보시지 않으셨다면, 그랜드 인터컨티넨탈 서울 파르나스 메트로폴리탄 수영장을 추천드립니다."
"2인 가족 여행으로 쇼핑, Well-ness 여행, 역사 유적지 방문, 시티투어, 유흥/오락(나이트라이프) 여행을 계획 중인데 추천 해줘.","그랜드 인터컨티넨탈 서울 파르나스 클럽 인터컨티넨탈에 가보셨나요? 가보시지 않으셨다면, 그랜드 인터컨티넨탈 서울 파르나스 클럽 인터컨티넨탈을 추천드립니다."
"3인 이상 여행(가족 외)으로 쇼핑, 테마파크, 놀이시설, 동/식물원 방문, SNS 인생샷 여행, 야외 스포츠, 레포츠 활동, 유흥/오락(나이트라이프) 여행을 계획 중인데 추천 해줘.","가평빠지 썸머플레이스 수상레저에 가보셨나요? 가보시지 않으셨다면, 가평빠지 썸머플레이스 수상레저을 추천드립니다."
"부모 동반 여행로 여행 가려는데, 추천해 줘","롯데마트 제타 플렉스에 가보셨나요? 가보시지 않으셨다면, 롯데마트 제타 플렉스을 추천드립니다."
저는 40대 여성입니다. 3인 이상 여행(가족 외)으로 여행 가려고 합니다. 여행지 추천 부탁드려요.,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 평화의 공원입니다.
저는 50대 남성입니다. 나홀로 여행으로 여행 가려고 합니다. 여행지 추천 부탁드려요.,유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 신촌이 대거리입니다.
"저는 20대 이고, 1명과 쇼핑, 시티투어, 지역 문화예술/공연/전시시설 관람를 가려고 합니다. 여행지 해줘.","정샘물 플롭스에 가보셨나요? 가보시지 않으셨다면, 정샘물 플롭스을 추천드립니다."
"저는 역사 유적지 방문, 지역 문화예술/공연/전시시설 관람, 교육/체험 프로그램 참가, SNS 인생샷 여행, 인플루언서 따라하기 여행, 지역 축제/이벤트 참가을 선호하고, 2명과 함께 갈 예정입니다.","동대문디자인플라자(DDP) 동대문 역사 문화공원에 가보셨나요? 가보시지 않으셨다면, 동대문디자인플라자(DDP) 동대문 역사 문화공원을 추천드립니다."
"이번 SNS 인생샷 여행, 호캉스 여행, 인플루언서 따라하기 여행, 시티투어로 1명과 함께 여행하려 합니다. 갈 만한 곳이 있을까요?","BMW 한독모터스 서초전시장에 가보셨나요? 가보시지 않으셨다면, BMW 한독모터스 서초전시장을 추천드립니다."
"저는 쇼핑, 교육/체험 프로그램 참가, 테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, SNS 인생샷 여행을 선호하고, 2명과 함께 갈 예정입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 롯데백화점 중동점입니다.
"서울특별시에 살고 있는데, 나홀로 여행여행을 가려고 해요. 갈 만한 여행지가 있나요?","행주산성 제1주차장에 가보셨나요? 가보시지 않으셨다면, 행주산성 제1주차장을 추천드립니다."
"30대 인데, 이번에 쇼핑, 테마파크, 놀이시설, 동/식물원 방문, Well-ness 여행, SNS 인생샷 여행, 친환경 여행(플로깅 여행) 여행 갑니다. 숙박 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 카페람입니다.
"서울특별시 50대 남성, 여행지 추천",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 hy 평택공장입니다.
"2명 과 교육/체험 프로그램 참가, SNS 인생샷 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행, 지역 문화예술/공연/전시시설 관람로 여행을 계획하고 있습니다. 여행할 곳 추천 부탁드려요.","센트럴 곤충생태농장에 가보셨나요? 가보시지 않으셨다면, 센트럴 곤충생태농장을 추천드립니다."
"1명과 함께 쇼핑, Well-ness 여행, SNS 인생샷 여행, 호캉스 여행, 인플루언서 따라하기 여행할 예정인데, 괜찮은 여행지를 추천해 줄 수 있나요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 락피시 웨더 웨어 성수점입니다.
2인 여행(가족 외)로 1명 과 여행지 추천,"4233마음센터에 가보셨나요? 가보시지 않으셨다면, 4233마음센터을 추천드립니다."
"이번 SNS 인생샷 여행, 신규 여행지 발굴, 지역 문화예술/공연/전시시설 관람로 1명과 함께 여행하려 합니다. 갈 만한 곳이 있을까요?","비트 포비아 던전에 가보셨나요? 가보시지 않으셨다면, 비트 포비아 던전을 추천드립니다."
"20대 인데, 이번에 등반 여행 갑니다. 숙박 추천 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 원적봉입니다.
"저는 SNS 인생샷 여행, 친환경 여행(플로깅 여행), 등반 여행, 야외 스포츠, 레포츠 활동을 선호하고, 9명과 함께 갈 예정입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 중원계곡입니다.
"20대 남성이고, 이번에 쇼핑, SNS 인생샷 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행, 시티투어로 여행을 떠납니다. 여행지 추천 부탁드려요.","문래동 창작촌에 가보셨나요? 가보시지 않으셨다면, 문래동 창작촌을 추천드립니다."
"저는 20대 이고, 1명과 쇼핑, SNS 인생샷 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행, 시티투어을 떠납니다. 추천 부탁드려요.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 광장시장 전 골목입니다.
"수도권에 가 볼 만한 곳이 있을까요? 저는 쇼핑, SNS 인생샷 여행, 신규 여행지 발굴, 인플루언서 따라하기 여행, 시티투어을 좋아하고, 2인 여행(가족 외) 예정입니다.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 타임 스트림입니다.
"이번 쇼핑, SNS 인생샷 여행, 신규 여행지 발굴, 역사 유적지 방문, 시티투어로  함께 여행하려 합니다. 갈 만한 곳이 있을까요?",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 어린이 현장 기념비입니다.
"저는 20대 이고,  쇼핑, SNS 인생샷 여행, 신규 여행지 발굴, 역사 유적지 방문, 시티투어를 가려고 합니다. 여행지 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 수원 화성 동북포루입니다.
"저는 30대 이고, 1명과 종교/성지 순례, Well-ness 여행, 쇼핑를 가려고 합니다. 여행지 해줘.",유사한 사람들의 만족도를 고려하였을 때 추천드리는 여행지는 봉영사입니다.
